#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: EXEXM02_01_1997
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19971203 TO 19971231
#LOCATION: Exmouth 02
#Station Status:  Current
#Lat: -21.954861  Long: 114.140889
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LAT     which is   12.796   m below Benchmark   DMH 052   
#National Station ID:   62435 (ANTT)
#Site Description: Located in Exmouth marina.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00195,19971203.1200/
00197,19971203.1205/
00199,19971203.1210/
00201,19971203.1215/
00202,19971203.1220/
00204,19971203.1225/
00205,19971203.1230/
00206,19971203.1235/
00207,19971203.1240/
00209,19971203.1245/
00210,19971203.1250/
00211,19971203.1255/
00212,19971203.1300/
00212,19971203.1305/
00211,19971203.1310/
00211,19971203.1315/
00211,19971203.1320/
00211,19971203.1325/
00184,19971228.1955/
00187,19971228.2000/
00189,19971228.2005/
00192,19971228.2010/
00194,19971228.2015/
00196,19971228.2020/
00199,19971228.2025/
00201,19971228.2030/
00202,19971228.2035/
00203,19971228.2040/
00205,19971228.2045/
00207,19971228.2050/
00209,19971228.2055/
00212,19971228.2100/
00213,19971228.2105/
00214,19971228.2110/
00215,19971228.2115/
00215,19971228.2120/
00215,19971228.2125/
00216,19971228.2130/
00216,19971228.2135/
00217,19971228.2140/
00218,19971228.2145/
00218,19971228.2150/
00217,19971228.2155/
00217,19971228.2200/
00216,19971228.2205/
00215,19971228.2210/
00215,19971228.2215/
00215,19971228.2220/
00216,19971228.2225/
00216,19971228.2230/
00214,19971228.2235/
00212,19971228.2240/
00211,19971228.2245/
00211,19971228.2250/
00211,19971228.2255/
00211,19971228.2300/
00208,19971228.2305/
00205,19971228.2310/
00202,19971228.2315/
00201,19971228.2320/
00200,19971228.2325/
00199,19971228.2330/
00197,19971228.2335/
00195,19971228.2340/
00193,19971228.2345/
00189,19971228.2350/
00186,19971228.2355/
00183,19971229.0000/
00181,19971229.0005/
00178,19971229.0010/
00176,19971229.0015/
00173,19971229.0020/
00170,19971229.0025/
00167,19971229.0030/
00164,19971229.0035/
00161,19971229.0040/
00158,19971229.0045/
00155,19971229.0050/
00152,19971229.0055/
00150,19971229.0100/
00146,19971229.0105/
00142,19971229.0110/
00139,19971229.0115/
00135,19971229.0120/
00131,19971229.0125/
00128,19971229.0130/
00124,19971229.0135/
00121,19971229.0140/
00118,19971229.0145/
00114,19971229.0150/
00111,19971229.0155/
00108,19971229.0200/
00104,19971229.0205/
00101,19971229.0210/
00098,19971229.0215/
00094,19971229.0220/
00091,19971229.0225/
00088,19971229.0230/
00084,19971229.0235/
00081,19971229.0240/
00078,19971229.0245/
00075,19971229.0250/
00072,19971229.0255/
00070,19971229.0300/
00067,19971229.0305/
00065,19971229.0310/
00063,19971229.0315/
00060,19971229.0320/
00058,19971229.0325/
00056,19971229.0330/
00054,19971229.0335/
00052,19971229.0340/
00051,19971229.0345/
00048,19971229.0350/
00046,19971229.0355/
00045,19971229.0400/
00043,19971229.0405/
00042,19971229.0410/
00042,19971229.0415/
00040,19971229.0420/
00039,19971229.0425/
00038,19971229.0430/
00037,19971229.0435/
00037,19971229.0440/
00036,19971229.0445/
00036,19971229.0450/
00036,19971229.0455/
00036,19971229.0500/
00035,19971229.0505/
00035,19971229.0510/
00035,19971229.0515/
00036,19971229.0520/
00037,19971229.0525/
00039,19971229.0530/
00039,19971229.0535/
00039,19971229.0540/
00040,19971229.0545/
00040,19971229.0550/
00041,19971229.0555/
00042,19971229.0600/
00042,19971229.0605/
00043,19971229.0610/
00044,19971229.0615/
00046,19971229.0620/
00049,19971229.0625/
00052,19971229.0630/
00054,19971229.0635/
00056,19971229.0640/
00058,19971229.0645/
00060,19971229.0650/
00062,19971229.0655/
00065,19971229.0700/
00068,19971229.0705/
00071,19971229.0710/
00074,19971229.0715/
00076,19971229.0720/
00077,19971229.0725/
00080,19971229.0730/
00083,19971229.0735/
00086,19971229.0740/
00089,19971229.0745/
00091,19971229.0750/
00093,19971229.0755/
00095,19971229.0800/
00098,19971229.0805/
00101,19971229.0810/
00105,19971229.0815/
00109,19971229.0820/
00113,19971229.0825/
00117,19971229.0830/
00119,19971229.0835/
00122,19971229.0840/
00125,19971229.0845/
00128,19971229.0850/
00131,19971229.0855/
00134,19971229.0900/
00136,19971229.0905/
00138,19971229.0910/
00140,19971229.0915/
00143,19971229.0920/
00145,19971229.0925/
00148,19971229.0930/
00150,19971229.0935/
00152,19971229.0940/
00154,19971229.0945/
00156,19971229.0950/
00158,19971229.0955/
00160,19971229.1000/
00162,19971229.1005/
00164,19971229.1010/
00166,19971229.1015/
00166,19971229.1020/
00166,19971229.1025/
00167,19971229.1030/
00168,19971229.1035/
00170,19971229.1040/
00172,19971229.1045/
00172,19971229.1050/
00173,19971229.1055/
00174,19971229.1100/
00175,19971229.1105/
00177,19971229.1110/
00178,19971229.1115/
00177,19971229.1120/
00176,19971229.1125/
00176,19971229.1130/
00176,19971229.1135/
00176,19971229.1140/
00177,19971229.1145/
00176,19971229.1150/
00175,19971229.1155/
00174,19971229.1200/
00174,19971229.1205/
00174,19971229.1210/
00174,19971229.1215/
00172,19971229.1220/
00171,19971229.1225/
00170,19971229.1230/
00169,19971229.1235/
00168,19971229.1240/
00168,19971229.1245/
00165,19971229.1250/
00163,19971229.1255/
00161,19971229.1300/
00159,19971229.1305/
00157,19971229.1310/
00156,19971229.1315/
00154,19971229.1320/
00152,19971229.1325/
00150,19971229.1330/
00147,19971229.1335/
00144,19971229.1340/
00142,19971229.1345/
00139,19971229.1350/
00137,19971229.1355/
00135,19971229.1400/
00132,19971229.1405/
00130,19971229.1410/
00127,19971229.1415/
00125,19971229.1420/
00122,19971229.1425/
00120,19971229.1430/
00117,19971229.1435/
00114,19971229.1440/
00112,19971229.1445/
00109,19971229.1450/
00106,19971229.1455/
00104,19971229.1500/
00102,19971229.1505/
00101,19971229.1510/
00099,19971229.1515/
00097,19971229.1520/
00094,19971229.1525/
00092,19971229.1530/
00090,19971229.1535/
00089,19971229.1540/
00088,19971229.1545/
00086,19971229.1550/
00084,19971229.1555/
00083,19971229.1600/
00081,19971229.1605/
00080,19971229.1610/
00079,19971229.1615/
00078,19971229.1620/
00078,19971229.1625/
00078,19971229.1630/
00077,19971229.1635/
00077,19971229.1640/
00077,19971229.1645/
00078,19971229.1650/
00078,19971229.1655/
00079,19971229.1700/
00080,19971229.1705/
00081,19971229.1710/
00082,19971229.1715/
00082,19971229.1720/
00083,19971229.1725/
00084,19971229.1730/
00085,19971229.1735/
00086,19971229.1740/
00088,19971229.1745/
00090,19971229.1750/
00092,19971229.1755/
00095,19971229.1800/
00097,19971229.1805/
00099,19971229.1810/
00102,19971229.1815/
00103,19971229.1820/
00105,19971229.1825/
00108,19971229.1830/
00110,19971229.1835/
00113,19971229.1840/
00116,19971229.1845/
00117,19971229.1850/
00119,19971229.1855/
00121,19971229.1900/
00123,19971229.1905/
00125,19971229.1910/
00128,19971229.1915/
00131,19971229.1920/
00136,19971229.1925/
00140,19971229.1930/
00142,19971229.1935/
00144,19971229.1940/
00147,19971229.1945/
00149,19971229.1950/
00152,19971229.1955/
00155,19971229.2000/
00158,19971229.2005/
00161,19971229.2010/
00164,19971229.2015/
00167,19971229.2020/
00170,19971229.2025/
00174,19971229.2030/
00176,19971229.2035/
00179,19971229.2040/
00182,19971229.2045/
00185,19971229.2050/
00188,19971229.2055/
00191,19971229.2100/
00193,19971229.2105/
00195,19971229.2110/
00197,19971229.2115/
00198,19971229.2120/
00200,19971229.2125/
00201,19971229.2130/
00203,19971229.2135/
00206,19971229.2140/
00209,19971229.2145/
00210,19971229.2150/
00212,19971229.2155/
00213,19971229.2200/
00213,19971229.2205/
00214,19971229.2210/
00214,19971229.2215/
00216,19971229.2220/
00217,19971229.2225/
00219,19971229.2230/
00219,19971229.2235/
00218,19971229.2240/
00218,19971229.2245/
00218,19971229.2250/
00218,19971229.2255/
00218,19971229.2300/
00217,19971229.2305/
00216,19971229.2310/
00215,19971229.2315/
00214,19971229.2320/
00214,19971229.2325/
00213,19971229.2330/
00212,19971229.2335/
00211,19971229.2340/
00210,19971229.2345/
00208,19971229.2350/
00206,19971229.2355/
00204,19971230.0000/
00201,19971230.0005/
00199,19971230.0010/
00197,19971230.0015/
00195,19971230.0020/
00193,19971230.0025/
00191,19971230.0030/
00188,19971230.0035/
00185,19971230.0040/
00183,19971230.0045/
00180,19971230.0050/
00177,19971230.0055/
00175,19971230.0100/
00171,19971230.0105/
00166,19971230.0110/
00162,19971230.0115/
00159,19971230.0120/
00156,19971230.0125/
00153,19971230.0130/
00149,19971230.0135/
00145,19971230.0140/
00141,19971230.0145/
00137,19971230.0150/
00134,19971230.0155/
00131,19971230.0200/
00126,19971230.0205/
00121,19971230.0210/
00117,19971230.0215/
00112,19971230.0220/
00108,19971230.0225/
00104,19971230.0230/
00100,19971230.0235/
00096,19971230.0240/
00092,19971230.0245/
00088,19971230.0250/
00084,19971230.0255/
00080,19971230.0300/
00076,19971230.0305/
00073,19971230.0310/
00070,19971230.0315/
00066,19971230.0320/
00063,19971230.0325/
00060,19971230.0330/
00056,19971230.0335/
00052,19971230.0340/
00049,19971230.0345/
00046,19971230.0350/
00043,19971230.0355/
00041,19971230.0400/
00038,19971230.0405/
00036,19971230.0410/
00034,19971230.0415/
00031,19971230.0420/
00029,19971230.0425/
00028,19971230.0430/
00026,19971230.0435/
00024,19971230.0440/
00023,19971230.0445/
00021,19971230.0450/
00021,19971230.0455/
00020,19971230.0500/
00018,19971230.0505/
00017,19971230.0510/
00016,19971230.0515/
00015,19971230.0520/
00015,19971230.0525/
00016,19971230.0530/
00016,19971230.0535/
00016,19971230.0540/
00016,19971230.0545/
00016,19971230.0550/
00016,19971230.0555/
00016,19971230.0600/
00017,19971230.0605/
00018,19971230.0610/
00019,19971230.0615/
00019,19971230.0620/
00020,19971230.0625/
00021,19971230.0630/
00022,19971230.0635/
00024,19971230.0640/
00026,19971230.0645/
00027,19971230.0650/
00029,19971230.0655/
00031,19971230.0700/
00034,19971230.0705/
00036,19971230.0710/
00039,19971230.0715/
00041,19971230.0720/
00043,19971230.0725/
00046,19971230.0730/
00048,19971230.0735/
00051,19971230.0740/
00054,19971230.0745/
00057,19971230.0750/
00061,19971230.0755/
00064,19971230.0800/
00067,19971230.0805/
00070,19971230.0810/
00074,19971230.0815/
00077,19971230.0820/
00080,19971230.0825/
00084,19971230.0830/
00087,19971230.0835/
00090,19971230.0840/
00094,19971230.0845/
00097,19971230.0850/
00101,19971230.0855/
00105,19971230.0900/
00108,19971230.0905/
00112,19971230.0910/
00116,19971230.0915/
00119,19971230.0920/
00122,19971230.0925/
00125,19971230.0930/
00128,19971230.0935/
00131,19971230.0940/
00135,19971230.0945/
00137,19971230.0950/
00140,19971230.0955/
00143,19971230.1000/
00145,19971230.1005/
00147,19971230.1010/
00150,19971230.1015/
00152,19971230.1020/
00154,19971230.1025/
00157,19971230.1030/
00159,19971230.1035/
00162,19971230.1040/
00165,19971230.1045/
00166,19971230.1050/
00167,19971230.1055/
00169,19971230.1100/
00170,19971230.1105/
00172,19971230.1110/
00174,19971230.1115/
00175,19971230.1120/
00177,19971230.1125/
00178,19971230.1130/
00178,19971230.1135/
00179,19971230.1140/
00180,19971230.1145/
00181,19971230.1150/
00181,19971230.1155/
00182,19971230.1200/
00182,19971230.1205/
00182,19971230.1210/
00183,19971230.1215/
00183,19971230.1220/
00183,19971230.1225/
00183,19971230.1230/
00182,19971230.1235/
00181,19971230.1240/
00180,19971230.1245/
00179,19971230.1250/
00177,19971230.1255/
00176,19971230.1300/
00175,19971230.1305/
00174,19971230.1310/
00174,19971230.1315/
00172,19971230.1320/
00170,19971230.1325/
00169,19971230.1330/
00167,19971230.1335/
00165,19971230.1340/
00163,19971230.1345/
00161,19971230.1350/
00158,19971230.1355/
00156,19971230.1400/
00153,19971230.1405/
00150,19971230.1410/
00148,19971230.1415/
00145,19971230.1420/
00143,19971230.1425/
00141,19971230.1430/
00137,19971230.1435/
00134,19971230.1440/
00131,19971230.1445/
00128,19971230.1450/
00125,19971230.1455/
00123,19971230.1500/
00120,19971230.1505/
00117,19971230.1510/
00114,19971230.1515/
00111,19971230.1520/
00107,19971230.1525/
00104,19971230.1530/
00101,19971230.1535/
00099,19971230.1540/
00096,19971230.1545/
00093,19971230.1550/
00090,19971230.1555/
00088,19971230.1600/
00085,19971230.1605/
00083,19971230.1610/
00081,19971230.1615/
00079,19971230.1620/
00078,19971230.1625/
00077,19971230.1630/
00075,19971230.1635/
00073,19971230.1640/
00072,19971230.1645/
00070,19971230.1650/
00069,19971230.1655/
00068,19971230.1700/
00068,19971230.1705/
00068,19971230.1710/
00069,19971230.1715/
00068,19971230.1720/
00067,19971230.1725/
00067,19971230.1730/
00067,19971230.1735/
00068,19971230.1740/
00069,19971230.1745/
00070,19971230.1750/
00071,19971230.1755/
00073,19971230.1800/
00074,19971230.1805/
00074,19971230.1810/
00076,19971230.1815/
00077,19971230.1820/
00079,19971230.1825/
00081,19971230.1830/
00082,19971230.1835/
00084,19971230.1840/
00087,19971230.1845/
00089,19971230.1850/
00092,19971230.1855/
00094,19971230.1900/
00096,19971230.1905/
00098,19971230.1910/
00101,19971230.1915/
00103,19971230.1920/
00106,19971230.1925/
00109,19971230.1930/
00112,19971230.1935/
00115,19971230.1940/
00119,19971230.1945/
00122,19971230.1950/
00125,19971230.1955/
00128,19971230.2000/
00131,19971230.2005/
00134,19971230.2010/
00138,19971230.2015/
00141,19971230.2020/
00144,19971230.2025/
00148,19971230.2030/
00152,19971230.2035/
00157,19971230.2040/
00161,19971230.2045/
00163,19971230.2050/
00166,19971230.2055/
00169,19971230.2100/
00172,19971230.2105/
00176,19971230.2110/
00179,19971230.2115/
00182,19971230.2120/
00185,19971230.2125/
00188,19971230.2130/
00191,19971230.2135/
00194,19971230.2140/
00197,19971230.2145/
00199,19971230.2150/
00201,19971230.2155/
00204,19971230.2200/
00205,19971230.2205/
00207,19971230.2210/
00209,19971230.2215/
00211,19971230.2220/
00214,19971230.2225/
00216,19971230.2230/
00217,19971230.2235/
00218,19971230.2240/
00219,19971230.2245/
00220,19971230.2250/
00221,19971230.2255/
00222,19971230.2300/
00222,19971230.2305/
00222,19971230.2310/
00222,19971230.2315/
00222,19971230.2320/
00222,19971230.2325/
00222,19971230.2330/
00222,19971230.2335/
00222,19971230.2340/
00222,19971230.2345/
00221,19971230.2350/
00220,19971230.2355/
00219,19971231.0000/
00218,19971231.0005/
00217,19971231.0010/
00216,19971231.0015/
00215,19971231.0020/
00214,19971231.0025/
00213,19971231.0030/
00211,19971231.0035/
00209,19971231.0040/
00208,19971231.0045/
00205,19971231.0050/
00203,19971231.0055/
00200,19971231.0100/
00197,19971231.0105/
00194,19971231.0110/
00191,19971231.0115/
00189,19971231.0120/
00187,19971231.0125/
00185,19971231.0130/
00181,19971231.0135/
00176,19971231.0140/
00172,19971231.0145/
00168,19971231.0150/
00164,19971231.0155/
00161,19971231.0200/
00157,19971231.0205/
00153,19971231.0210/
00150,19971231.0215/
00145,19971231.0220/
00140,19971231.0225/
00136,19971231.0230/
00132,19971231.0235/
00128,19971231.0240/
00124,19971231.0245/
00120,19971231.0250/
00115,19971231.0255/
00111,19971231.0300/
00106,19971231.0305/
00101,19971231.0310/
00097,19971231.0315/
00092,19971231.0320/
00088,19971231.0325/
00084,19971231.0330/
00080,19971231.0335/
00076,19971231.0340/
00073,19971231.0345/
00069,19971231.0350/
00065,19971231.0355/
00062,19971231.0400/
00058,19971231.0405/
00055,19971231.0410/
00052,19971231.0415/
00049,19971231.0420/
00046,19971231.0425/
00044,19971231.0430/
00040,19971231.0435/
00036,19971231.0440/
00033,19971231.0445/
00031,19971231.0450/
00028,19971231.0455/
00027,19971231.0500/
00025,19971231.0505/
00023,19971231.0510/
00021,19971231.0515/
00019,19971231.0520/
00018,19971231.0525/
00017,19971231.0530/
00015,19971231.0535/
00014,19971231.0540/
00013,19971231.0545/
00011,19971231.0550/
00010,19971231.0555/
00010,19971231.0600/
00010,19971231.0605/
00010,19971231.0610/
00011,19971231.0615/
00011,19971231.0620/
00010,19971231.0625/
00011,19971231.0630/
00011,19971231.0635/
00012,19971231.0640/
00013,19971231.0645/
00013,19971231.0650/
00014,19971231.0655/
00016,19971231.0700/
00017,19971231.0705/
00018,19971231.0710/
00020,19971231.0715/
00021,19971231.0720/
00023,19971231.0725/
00025,19971231.0730/
00027,19971231.0735/
00030,19971231.0740/
00033,19971231.0745/
00035,19971231.0750/
00037,19971231.0755/
00040,19971231.0800/
00042,19971231.0805/
00045,19971231.0810/
00049,19971231.0815/
00052,19971231.0820/
00054,19971231.0825/
00058,19971231.0830/
00061,19971231.0835/
00064,19971231.0840/
00068,19971231.0845/
00071,19971231.0850/
00076,19971231.0855/
00080,19971231.0900/
00083,19971231.0905/
00087,19971231.0910/
00091,19971231.0915/
00095,19971231.0920/
00099,19971231.0925/
00103,19971231.0930/
00106,19971231.0935/
00110,19971231.0940/
00114,19971231.0945/
00117,19971231.0950/
00121,19971231.0955/
00125,19971231.1000/
00129,19971231.1005/
00132,19971231.1010/
00136,19971231.1015/
00139,19971231.1020/
00142,19971231.1025/
00146,19971231.1030/
00148,19971231.1035/
00151,19971231.1040/
00154,19971231.1045/
00157,19971231.1050/
00161,19971231.1055/
00164,19971231.1100/
00166,19971231.1105/
00167,19971231.1110/
00169,19971231.1115/
00172,19971231.1120/
00174,19971231.1125/
00177,19971231.1130/
00179,19971231.1135/
00181,19971231.1140/
00183,19971231.1145/
00184,19971231.1150/
00185,19971231.1155/
00187,19971231.1200/
00188,19971231.1205/
00188,19971231.1210/
00189,19971231.1215/
00190,19971231.1220/
00190,19971231.1225/
00190,19971231.1230/
00190,19971231.1235/
00190,19971231.1240/
00190,19971231.1245/
00190,19971231.1250/
00191,19971231.1255/
00191,19971231.1300/
00190,19971231.1305/
00190,19971231.1310/
00189,19971231.1315/
00188,19971231.1320/
00187,19971231.1325/
00186,19971231.1330/
00184,19971231.1335/
00183,19971231.1340/
00182,19971231.1345/
00180,19971231.1350/
00178,19971231.1355/
00177,19971231.1400/
00175,19971231.1405/
00173,19971231.1410/
00171,19971231.1415/
00168,19971231.1420/
00166,19971231.1425/
00164,19971231.1430/
00161,19971231.1435/
00158,19971231.1440/
00156,19971231.1445/
00152,19971231.1450/
00149,19971231.1455/
00146,19971231.1500/
00143,19971231.1505/
00140,19971231.1510/
00138,19971231.1515/
00134,19971231.1520/
00130,19971231.1525/
00127,19971231.1530/
00123,19971231.1535/
00120,19971231.1540/
00116,19971231.1545/
00112,19971231.1550/
00109,19971231.1555/
00106,19971231.1600/
00102,19971231.1605/
00099,19971231.1610/
00097,19971231.1615/
00093,19971231.1620/
00090,19971231.1625/
00088,19971231.1630/
00085,19971231.1635/
00083,19971231.1640/
00081,19971231.1645/
00079,19971231.1650/
00077,19971231.1655/
00075,19971231.1700/
00073,19971231.1705/
00071,19971231.1710/
00070,19971231.1715/
00068,19971231.1720/
00067,19971231.1725/
00067,19971231.1730/
00066,19971231.1735/
00065,19971231.1740/
00065,19971231.1745/
00064,19971231.1750/
00064,19971231.1755/
00064,19971231.1800/
00064,19971231.1805/
00065,19971231.1810/
00066,19971231.1815/
00066,19971231.1820/
00066,19971231.1825/
00067,19971231.1830/
00068,19971231.1835/
00070,19971231.1840/
00072,19971231.1845/
00073,19971231.1850/
00074,19971231.1855/
00076,19971231.1900/
00078,19971231.1905/
00080,19971231.1910/
00083,19971231.1915/
00085,19971231.1920/
00088,19971231.1925/
00091,19971231.1930/
00093,19971231.1935/
00095,19971231.1940/
00098,19971231.1945/
00101,19971231.1950/
00104,19971231.1955/
00108,19971231.2000/
00111,19971231.2005/
00114,19971231.2010/
00117,19971231.2015/
00120,19971231.2020/
00123,19971231.2025/
00127,19971231.2030/
00130,19971231.2035/
00134,19971231.2040/
00138,19971231.2045/
00141,19971231.2050/
00144,19971231.2055/
00148,19971231.2100/
00151,19971231.2105/
00155,19971231.2110/
00158,19971231.2115/
00162,19971231.2120/
00165,19971231.2125/
00169,19971231.2130/
00172,19971231.2135/
00175,19971231.2140/
00179,19971231.2145/
00182,19971231.2150/
00185,19971231.2155/
00189,19971231.2200/
00192,19971231.2205/
00195,19971231.2210/
00198,19971231.2215/
00200,19971231.2220/
00203,19971231.2225/
00205,19971231.2230/
00207,19971231.2235/
00210,19971231.2240/
00212,19971231.2245/
00214,19971231.2250/
00217,19971231.2255/
00219,19971231.2300/
00220,19971231.2305/
00222,19971231.2310/
00223,19971231.2315/
00224,19971231.2320/
00225,19971231.2325/
00227,19971231.2330/
00228,19971231.2335/
00228,19971231.2340/
00229,19971231.2345/
00230,19971231.2350/
00230,19971231.2355/

